question,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Which component forms the superior part of the hip bone?,0,1,10,99,1,63.35,99,10,20,80,60,40,10,0,0,0,0,0,0,10,20,20,0,10,0,0,0,0,0,10,10,10,0,0,10,20,0,20,0,0,0,0,0,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
Which of the following supports body weight when sitting?,0,1,9,66.04,2.75,99,,9,33.33,100,77.78,44.44,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,0,11.11,11.11,0,22.22,0,11.11,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,11.11,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
The ischial spine is found between which of the following structures?,0,1,11,99,5.27,95.15,,11,36.36,81.82,72.73,54.55,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,18.18,9.09,0,0,0,27.27,0,0,0,0,0,0,18.18,0,18.18,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
Which of the following is correct about the pelvis?,1,1,9,98.16,2.75,10.18,,9,22.22,100,88.89,66.67,11.11,0,0,0,0,0,0,11.11,22.22,22.22,0,22.22,11.11,11.11,0,0,22.22,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
Which bony landmark of the femur serves as a site for muscle attachments?,1,1,13,99,7.93,30.98,,13,15.38,76.92,53.85,46.15,7.69,0,0,0,0,0,0,7.69,15.38,15.38,0,23.08,0,0,7.69,0,0,7.69,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
What structure contributes to the knee joint?,0,1,7,99,,,,7,28.57,71.43,42.86,42.86,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
Which tarsal bone articulates with the tibia and fibula?,0,1,9,89.52,2.75,10.18,,9,11.11,55.56,44.44,44.44,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
Which of the following is correct about the tibia?,0,1,9,98.16,2.75,10.18,,9,22.22,88.89,88.89,66.67,11.11,0,0,0,0,0,0,11.11,22.22,22.22,0,22.22,11.11,11.11,0,0,22.22,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
Which event takes place during the seventh week of development?,1,1,10,99,3.95,99,,10,20,80,70,50,10,0,0,0,0,0,0,10,20,10,10,20,0,0,0,0,10,10,20,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,10,0,0,0,20,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
"During endochondral ossification of a long bone, which of the following occurs?",1,1,12,99,6.61,89.39,,12,25,75,66.67,50,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,25,0,0,0,0,8.33,8.33,8.33,0,0,0,0,8.33,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,16.67,0,8.33,8.33,0,0,0,0
Which of the following is correct about the clavicle?,0,1,9,98.16,2.75,10.18,,9,33.33,88.89,88.89,66.67,11.11,0,0,0,0,0,0,11.11,22.22,22.22,0,22.22,11.11,11.11,0,0,22.22,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
Which of the following is not an example of a public policy outcome?,1,1,13,99,1,30.98,,13,23.08,84.62,76.92,61.54,7.69,0,0,0,0,0,0,7.69,23.08,23.08,0,15.38,7.69,0,0,7.69,15.38,7.69,0,0,0,0,0,23.08,0,23.08,0,7.69,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
Which plasma membrane component can be either found on its surface or embedded in the membrane structure?,0,1,17,46.7,1,97.97,,17,35.29,64.71,58.82,52.94,11.76,0,0,0,0,0,0,11.76,17.65,5.88,0,11.76,11.76,0,11.76,0,17.65,5.88,0,0,0,0,0,29.41,0,29.41,5.88,0,5.88,5.88,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,11.76,0,0,0,0,5.88,5.88,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0
What problem is faced by organisms that live in fresh water?,1,1,11,71.44,,50.45,99,11,18.18,72.73,63.64,45.45,18.18,0,0,0,0,0,0,18.18,9.09,0,0,18.18,9.09,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,18.18,0,0,18.18,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
How does the sodium-potassium pump make the interior of the cell negatively charged?,1,1,13,89.52,7.93,30.98,1,13,30.77,69.23,61.54,53.85,0,0,0,0,0,0,0,0,23.08,23.08,0,7.69,7.69,15.38,0,7.69,15.38,0,0,0,0,0,0,15.38,0,15.38,7.69,15.38,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,15.38,0,0,7.69,0,0,7.69,0
What happens to the membrane of a vesicle after exocytosis?,0,1,10,99,,7.03,,10,40,70,70,60,10,0,0,0,0,0,0,10,20,20,0,30,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
Which transport mechanism can bring whole cells into a cell?,0,1,10,89.52,3.95,63.35,,10,20,70,60,40,10,0,0,0,0,0,0,10,10,10,0,10,10,0,0,0,20,10,10,0,0,0,0,20,0,20,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
Which of the following sciences is not considered a natural science?,1,1,11,89.52,1,95.15,,11,45.45,100,81.82,54.55,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,9.09,9.09,0,0,9.09,27.27,9.09,0,0,0,0,0,27.27,0,27.27,9.09,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
What is a group of individuals of the same species living in the same area called?,1,1,16,99,40.06,99,,16,12.5,93.75,75,50,6.25,0,0,0,0,0,0,6.25,18.75,18.75,0,18.75,6.25,0,0,0,18.75,12.5,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,0,0,0,0,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,18.75,0,0,0,0,6.25,6.25,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0
Which of the following sequences represents the hierarchy of biological organization from the most inclusive to the least complex level?,2,1,20,99,15.75,63.35,,20,40,100,75,55,5,0,0,0,0,0,0,5,30,20,0,20,0,0,0,0,10,20,10,0,0,0,0,20,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0
Where in a phylogenetic tree would you expect to find the organism that had evolved most recently?,1,1,17,79.1,93.56,46.57,,17,23.53,76.47,64.71,58.82,11.76,5.88,0,0,5.88,0,0,5.88,23.53,11.76,0,11.76,11.76,5.88,0,0,17.65,5.88,5.88,0,0,0,0,11.76,0,11.76,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,17.65,0,0,11.76,0,0,0,5.88,5.88,0,5.88,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0
What is the main water source for land plants?,3,1,9,89.52,,10.18,,9,0,77.78,55.56,44.44,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,11.11,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
Which factors affect soil quality?,2,1,5,39.7,1,63.35,,5,40,40,40,20,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,0,40,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0
Which process produces an inorganic compound that plants can easily use?,2,1,11,45.12,5.27,1,,11,36.36,54.55,45.45,36.36,18.18,0,0,0,0,0,0,18.18,18.18,9.09,0,0,9.09,0,0,0,18.18,0,0,0,0,0,0,36.36,0,36.36,0,18.18,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
What term describes a plant that requires nutrition from a living host plant?,0,1,13,96.67,81.78,30.98,,13,23.08,84.62,46.15,38.46,15.38,0,0,0,0,0,0,15.38,23.08,15.38,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,7.69,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
What is the term for the symbiotic association between fungi and cyanobacteria?,0,1,12,97.04,,39.59,,12,33.33,75,58.33,58.33,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,16.67,8.33,0,8.33,0,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,8.33,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
Research suggests that people generally feel that their current family is which of the following in comparison to the family they grew up with?,0,1,24,89.52,40.06,97.72,,24,25,100,75,58.33,20.83,8.33,0,0,0,0,8.33,12.5,20.83,8.33,0,20.83,4.17,4.17,0,0,16.67,4.17,0,0,0,0,0,20.83,0,20.83,4.17,0,0,4.17,0,8.33,0,0,0,0,0,0,0,0,0,0,0,12.5,4.17,0,0,0,0,4.17,8.33,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,16.67,16.67,0,0,12.5,0,0,4.17,4.17,4.17,12.5,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,0
A woman being married to two men would be an example of what?,0,1,13,89.52,99,1,,13,15.38,92.31,69.23,69.23,7.69,0,0,0,0,0,0,7.69,23.08,15.38,7.69,15.38,23.08,0,0,0,23.08,0,7.69,7.69,7.69,0,0,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,0,0,23.08,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
A child who associates his line of descent with his father’s side only is part of which society?,0,1,18,66.04,99,77.17,,18,22.22,100,61.11,55.56,22.22,16.67,0,0,0,11.11,0,5.56,16.67,5.56,0,16.67,5.56,5.56,0,0,5.56,5.56,5.56,11.11,11.11,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,38.89,0,0,0,0,0,0,38.89,5.56,0,0,16.67,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,16.67,0,5.56,16.67,0,0,0,0,0,5.56,0,0,0,0,0,0,11.11,0,0,5.56,0,5.56,0,0
Which of the following is a criticism of the family life cycle model?,0,1,13,99,7.93,81.58,1,13,15.38,92.31,61.54,53.85,7.69,0,0,0,0,0,0,7.69,23.08,23.08,0,15.38,7.69,0,0,0,15.38,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,15.38,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
"In general, children in which households benefit from divorce?",0,1,9,99,99,99,99,9,55.56,100,55.56,44.44,11.11,0,0,0,0,0,0,11.11,0,0,0,33.33,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,22.22,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0
Which of the following is true of intimate partner violence (IPV)?,0,1,11,97.37,5.27,5.07,20.23,11,36.36,90.91,72.73,45.45,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,18.18,9.09,0,0,0,18.18,18.18,0,18.18,18.18,0,0,18.18,0,18.18,0,0,0,0,0,9.09,0,18.18,9.09,9.09,0,0,0,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,27.27,0,0,9.09,0,0,18.18,0
Which type of child abuse is most prevalent in the United States?,0,1,12,97.04,40.06,39.59,1,12,8.33,91.67,58.33,50,8.33,0,0,0,0,0,0,8.33,16.67,8.33,0,16.67,8.33,0,0,0,8.33,16.67,8.33,8.33,0,0,8.33,8.33,0,8.33,0,0,0,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
Which of the following cells is phagocytic?,0,1,7,89.52,1,24.32,,7,28.57,71.43,71.43,57.14,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,14.29,0,0,0,28.57,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
Which of the following cells is important in the innate immune response?,0,1,12,99,6.61,39.59,99,12,25,83.33,66.67,50,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,16.67,8.33,0,0,0,16.67,8.33,0,0,0,0,0,16.67,0,16.67,0,8.33,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
"Which of the following cells would be most active in early, antiviral immune responses the first time one is exposed to pathogen?",0,1,22,94.5,17.46,5.07,,22,22.73,90.91,68.18,54.55,4.55,0,0,0,0,0,0,4.55,22.73,9.09,9.09,13.64,13.64,0,0,0,18.18,18.18,13.64,0,0,0,0,13.64,0,13.64,0,4.55,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,13.64,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,4.55,0,0,0,4.55,0,4.55,0,0,0,0,0,0,9.09,0,4.55,4.55,0,0,0,0
Which of the lymphoid nodules is most likely to see food antigens first?,0,1,13,96.67,7.93,2.93,,13,23.08,84.62,69.23,53.85,7.69,0,0,0,0,0,0,7.69,23.08,7.69,7.69,15.38,7.69,0,0,0,15.38,23.08,15.38,0,0,0,0,15.38,0,15.38,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
Which of the following signs is not characteristic of inflammation?,0,1,10,89.52,1,63.35,,10,30,90,80,60,10,0,0,0,0,0,0,10,10,10,0,20,10,0,0,10,20,10,0,0,0,0,0,20,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
What is the enhanced phagocytosis of a cell by the binding of a specific protein called?,0,1,16,99,,,,16,31.25,68.75,68.75,56.25,6.25,0,0,0,0,0,0,6.25,25,25,0,18.75,6.25,0,0,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0
Which of the following leads to the redness of inflammation?,0,1,10,99,3.95,7.03,,10,30,90,70,60,10,0,0,0,0,0,0,10,20,20,0,30,0,0,0,0,10,0,0,10,0,10,10,20,0,20,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
What is the taking in of antigen and digesting it for later presentation called?,0,1,14,89.52,,24.32,,14,21.43,92.86,78.57,57.14,14.29,0,0,0,0,0,0,14.29,7.14,7.14,0,21.43,7.14,0,7.14,0,21.43,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,14.29,0,0,7.14,7.14,0,0,7.14,7.14,7.14,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0
Why is clonal expansion so important?,0,1,6,1,,39.59,99,6,33.33,83.33,66.67,50,0,0,0,0,0,0,0,0,0,0,0,0,16.67,33.33,16.67,0,16.67,16.67,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
What is the elimination of self-reactive thymocytes called?,0,1,8,89.52,,,,8,37.5,62.5,62.5,50,12.5,0,0,0,0,0,0,12.5,12.5,12.5,0,12.5,12.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,25,0,0,12.5,0,0,12.5,0
Which type of T cell is most effective against viruses?,0,1,10,89.52,1,63.35,99,10,30,70,60,50,10,0,0,0,0,0,0,10,10,0,0,20,10,0,0,0,10,20,10,10,0,10,0,20,0,20,0,0,0,0,0,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
Which class of antibody crosses the placenta in pregnant women?,0,1,10,99,89.5,63.35,,10,40,70,40,40,10,0,0,0,0,0,0,10,10,10,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,10,0,10,0,0,0,0,0,10,0,0,10,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
